,Member_number,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level
1070,2097,90,3,111.27000000000001,3,2,3,323,8,At-Risk/Occasional
1099,2128,142,5,111.22999999999999,2,3,3,233,8,At-Risk/Occasional
3375,4469,73,3,111.2,3,2,3,323,8,At-Risk/Occasional
1513,2562,411,4,111.2,1,3,3,133,7,At-Risk/Occasional
2141,3203,145,5,111.2,2,3,3,233,8,At-Risk/Occasional
1319,2358,15,3,111.16,4,2,3,423,9,Active Customers
3481,4579,62,5,111.15,3,3,3,333,9,At-Risk/Occasional
3790,4891,85,5,111.1,3,3,3,333,9,At-Risk/Occasional
1363,2406,23,7,110.96000000000001,4,4,3,443,11,Loyal Customers
1282,2320,387,5,110.9,1,3,3,133,7,At-Risk/Occasional
2919,3998,16,6,110.80000000000001,4,4,3,443,11,Loyal Customers
3351,4444,85,5,110.80000000000001,3,3,3,333,9,At-Risk/Occasional
3872,4975,58,5,110.7,3,3,3,333,9,At-Risk/Occasional
2517,3588,15,4,110.7,4,3,3,433,10,Active Customers
443,1454,69,4,110.7,3,3,3,333,9,At-Risk/Occasional
2995,4077,148,6,110.7,2,4,3,243,9,Loyal Customers
841,1863,148,4,110.6,2,3,3,233,8,At-Risk/Occasional
1287,2325,258,6,110.58,2,4,3,243,9,Loyal Customers
1615,2666,16,7,110.55,4,4,3,443,11,Loyal Customers
923,1946,22,6,110.5,4,4,3,443,11,Loyal Customers
2791,3864,18,7,110.5,4,4,3,443,11,Loyal Customers
2299,3364,107,5,110.4,3,3,3,333,9,At-Risk/Occasional
1076,2104,71,4,110.4,3,3,3,333,9,At-Risk/Occasional
1761,2813,44,5,110.2,4,3,3,433,10,Active Customers
2585,3656,294,3,110.14999999999999,1,2,3,123,6,At-Risk/Occasional
1300,2339,589,4,110.0,1,3,3,133,7,At-Risk/Occasional
3792,4893,304,4,109.9,1,3,3,133,7,At-Risk/Occasional
70,1073,27,4,109.80000000000001,4,3,3,433,10,Active Customers
786,1808,162,4,109.80000000000001,2,3,3,233,8,At-Risk/Occasional
822,1844,47,6,109.72,4,4,3,443,11,Loyal Customers
3139,4224,24,6,109.6,4,4,3,443,11,Loyal Customers
574,1588,78,3,109.54,3,2,3,323,8,At-Risk/Occasional
2604,3675,149,5,109.5,2,3,3,233,8,At-Risk/Occasional
3684,4785,108,5,109.42,3,3,3,333,9,At-Risk/Occasional
439,1450,44,6,109.4,4,4,3,443,11,Loyal Customers
755,1776,259,6,109.3,2,4,3,243,9,Loyal Customers
784,1806,177,2,109.22000000000001,2,1,3,213,6,At-Risk/Occasional
3508,4606,229,5,109.2,2,3,3,233,8,At-Risk/Occasional
1195,2231,27,6,109.2,4,4,3,443,11,Loyal Customers
870,1892,40,6,109.12,4,4,3,443,11,Loyal Customers
639,1655,40,4,109.1,4,3,3,433,10,Active Customers
3436,4531,75,7,109.07000000000001,3,4,3,343,10,Loyal Customers
2211,3275,65,3,109.00000000000001,3,2,3,323,8,At-Risk/Occasional
3193,4281,73,5,108.96,3,3,3,333,9,At-Risk/Occasional
1226,2262,56,4,108.95,4,3,3,433,10,Active Customers
178,1185,128,4,108.9,3,3,3,333,9,At-Risk/Occasional
733,1754,104,5,108.80000000000001,3,3,3,333,9,At-Risk/Occasional
3751,4852,131,8,108.80000000000001,3,4,3,343,10,Loyal Customers
1144,2176,144,5,108.8,2,3,3,233,8,At-Risk/Occasional
3754,4855,243,4,108.8,2,3,3,233,8,At-Risk/Occasional
3726,4827,33,4,108.7,4,3,3,433,10,Active Customers
2283,3348,25,6,108.65,4,4,3,443,11,Loyal Customers
1170,2204,94,5,108.6,3,3,3,333,9,At-Risk/Occasional
3037,4120,19,5,108.6,4,3,3,433,10,Active Customers
544,1557,148,2,108.6,2,1,3,213,6,At-Risk/Occasional
3529,4627,12,2,108.50000000000001,4,1,3,413,8,Active Customers
1074,2102,234,5,108.5,2,3,3,233,8,At-Risk/Occasional
3520,4618,14,5,108.5,4,3,3,433,10,Active Customers
2598,3669,323,4,108.47999999999999,1,3,3,133,7,At-Risk/Occasional
480,1491,0,5,108.4,4,3,3,433,10,Active Customers
1676,2727,15,5,108.39999999999999,4,3,3,433,10,Active Customers
1210,2246,123,2,108.30000000000001,3,1,3,313,7,At-Risk/Occasional
267,1277,29,5,108.21000000000001,4,3,3,433,10,Active Customers
287,1297,382,4,108.15,1,3,3,133,7,At-Risk/Occasional
1190,2226,296,6,108.10000000000001,1,4,3,143,8,Loyal Customers
928,1951,69,3,108.10000000000001,3,2,3,323,8,At-Risk/Occasional
2935,4015,278,7,108.04,2,4,3,243,9,Loyal Customers
2323,3390,29,5,108.03999999999999,4,3,3,433,10,Active Customers
736,1757,7,4,108.0,4,3,3,433,10,Active Customers
1057,2083,53,4,108.0,4,3,3,433,10,Active Customers
3614,4712,381,5,107.89999999999999,1,3,3,133,7,At-Risk/Occasional
3669,4769,101,5,107.85000000000001,3,3,3,333,9,At-Risk/Occasional
2073,3133,5,4,107.8,4,3,3,433,10,Active Customers
202,1211,220,6,107.75,2,4,3,243,9,Loyal Customers
1353,2395,408,2,107.60000000000001,1,1,3,113,5,At-Risk/Occasional
27,1028,172,5,107.60000000000001,2,3,3,233,8,At-Risk/Occasional
1131,2162,194,3,107.5,2,2,3,223,7,At-Risk/Occasional
280,1290,99,3,107.5,3,2,3,323,8,At-Risk/Occasional
2129,3190,39,4,107.46000000000001,4,3,3,433,10,Active Customers
2721,3793,145,8,107.42,2,4,3,243,9,Loyal Customers
3692,4793,36,5,107.40000000000002,4,3,3,433,10,Active Customers
275,1285,162,5,107.4,2,3,3,233,8,At-Risk/Occasional
3575,4673,385,3,107.4,1,2,3,123,6,At-Risk/Occasional
3582,4680,125,4,107.39,3,3,3,333,9,At-Risk/Occasional
3805,4906,91,4,107.34,3,3,3,333,9,At-Risk/Occasional
1263,2300,102,4,107.30000000000001,3,3,3,333,9,At-Risk/Occasional
619,1634,27,6,107.30000000000001,4,4,3,443,11,Loyal Customers
3268,4358,54,3,107.3,4,2,3,423,9,Active Customers
788,1810,443,4,107.2,1,3,3,133,7,At-Risk/Occasional
1660,2711,108,3,107.2,3,2,3,323,8,At-Risk/Occasional
640,1656,61,4,107.14,3,3,3,333,9,At-Risk/Occasional
418,1428,346,5,107.14,1,3,3,133,7,At-Risk/Occasional
1679,2730,50,4,107.11,4,3,3,433,10,Active Customers
703,1724,112,4,107.0,3,3,3,333,9,At-Risk/Occasional
464,1475,13,4,106.93,4,3,3,433,10,Active Customers
2918,3997,79,4,106.9,3,3,3,333,9,At-Risk/Occasional
588,1603,91,5,106.75,3,3,3,333,9,At-Risk/Occasional
813,1835,191,4,106.64,2,3,3,233,8,At-Risk/Occasional
3606,4704,131,4,106.60000000000001,3,3,3,333,9,At-Risk/Occasional
3536,4634,229,3,106.6,2,2,3,223,7,At-Risk/Occasional
386,1396,161,2,106.52000000000001,2,1,3,213,6,At-Risk/Occasional
93,1097,59,6,106.48,3,4,3,343,10,Loyal Customers
1325,2364,113,4,106.3,3,3,3,333,9,At-Risk/Occasional
3600,4698,66,3,106.2,3,2,3,323,8,At-Risk/Occasional
2512,3583,27,7,106.2,4,4,3,443,11,Loyal Customers
3142,4227,132,3,106.10000000000001,3,2,3,323,8,At-Risk/Occasional
3819,4922,13,5,106.0,4,3,3,433,10,Active Customers
955,1978,299,3,105.9,1,2,3,123,6,At-Risk/Occasional
1219,2255,12,5,105.85,4,3,3,433,10,Active Customers
1298,2337,137,6,105.8,3,4,3,343,10,Loyal Customers
1323,2362,37,5,105.75,4,3,3,433,10,Active Customers
1854,2909,236,5,105.7,2,3,3,233,8,At-Risk/Occasional
3361,4455,4,8,105.66000000000001,4,4,3,443,11,Loyal Customers
1995,3051,31,4,105.60000000000001,4,3,3,433,10,Active Customers
767,1788,10,7,105.55000000000001,4,4,3,443,11,Loyal Customers
3122,4207,124,4,105.55,3,3,3,333,9,At-Risk/Occasional
636,1652,288,5,105.5,1,3,3,133,7,At-Risk/Occasional
2036,3094,85,8,105.45,3,4,3,343,10,Loyal Customers
3595,4693,134,7,105.39,3,4,3,343,10,Loyal Customers
3711,4812,217,4,105.30000000000001,2,3,3,233,8,At-Risk/Occasional
1202,2238,24,4,105.30000000000001,4,3,3,433,10,Active Customers
457,1468,82,6,105.24,3,4,3,343,10,Loyal Customers
1462,2509,168,4,105.10000000000001,2,3,3,233,8,At-Risk/Occasional
1605,2656,14,5,105.10000000000001,4,3,3,433,10,Active Customers
862,1884,19,2,105.05,4,1,3,413,8,Active Customers
1819,2873,118,6,105.0,3,4,3,343,10,Loyal Customers
2686,3758,117,6,105.0,3,4,3,343,10,Loyal Customers
3050,4134,32,6,104.95,4,4,3,443,11,Loyal Customers
803,1825,39,4,104.9,4,3,3,433,10,Active Customers
243,1252,261,3,104.9,2,2,3,223,7,At-Risk/Occasional
3742,4843,231,3,104.85,2,2,3,223,7,At-Risk/Occasional
2152,3214,8,4,104.8,4,3,3,433,10,Active Customers
1424,2469,98,4,104.8,3,3,3,333,9,At-Risk/Occasional
1700,2751,330,5,104.77,1,3,3,133,7,At-Risk/Occasional
371,1381,282,5,104.75000000000001,1,3,3,133,7,At-Risk/Occasional
15,1016,86,4,104.7,3,3,3,333,9,At-Risk/Occasional
3562,4660,173,3,104.7,2,2,3,223,7,At-Risk/Occasional
1650,2701,501,5,104.69,1,3,3,133,7,At-Risk/Occasional
3283,4373,140,3,104.60000000000001,3,2,3,323,8,At-Risk/Occasional
1541,2590,14,5,104.50000000000001,4,3,3,433,10,Active Customers
2277,3342,191,4,104.5,2,3,3,233,8,At-Risk/Occasional
2466,3537,97,6,104.4,3,4,3,343,10,Loyal Customers
88,1092,82,5,104.31,3,3,3,333,9,At-Risk/Occasional
1640,2691,56,5,104.3,4,3,3,433,10,Active Customers
3132,4217,12,10,104.25,4,4,3,443,11,Loyal Customers
2164,3226,431,4,104.2,1,3,3,133,7,At-Risk/Occasional
2718,3790,63,6,104.1,3,4,3,343,10,Loyal Customers
2649,3721,179,5,104.02,2,3,3,233,8,At-Risk/Occasional
714,1735,511,2,104.00000000000001,1,1,3,113,5,At-Risk/Occasional
967,1992,124,3,103.8,3,2,3,323,8,At-Risk/Occasional
2290,3355,28,2,103.8,4,1,3,413,8,Active Customers
316,1326,51,3,103.8,4,2,3,423,9,Active Customers
2217,3281,66,3,103.7,3,2,3,323,8,At-Risk/Occasional
3187,4274,91,6,103.60000000000001,3,4,3,343,10,Loyal Customers
1162,2196,82,5,103.4,3,3,3,333,9,At-Risk/Occasional
43,1045,35,3,103.30000000000001,4,2,3,423,9,Active Customers
577,1591,285,4,103.2,1,3,3,133,7,At-Risk/Occasional
1554,2604,101,5,103.1,3,3,3,333,9,At-Risk/Occasional
3658,4757,197,3,103.0,2,2,3,223,7,At-Risk/Occasional
546,1559,88,2,103.0,3,1,3,313,7,At-Risk/Occasional
1055,2081,342,3,103.0,1,2,3,123,6,At-Risk/Occasional
2353,3421,232,4,102.75,2,3,3,233,8,At-Risk/Occasional
80,1083,327,3,102.7,1,2,3,123,6,At-Risk/Occasional
3457,4554,125,4,102.60000000000001,3,3,3,333,9,At-Risk/Occasional
430,1440,24,6,102.6,4,4,3,443,11,Loyal Customers
1143,2175,299,6,102.52,1,4,3,143,8,Loyal Customers
746,1767,67,6,102.36,3,4,3,343,10,Loyal Customers
2656,3728,48,6,102.35000000000001,4,4,3,443,11,Loyal Customers
2961,4042,13,6,102.35,4,4,3,443,11,Loyal Customers
1268,2305,93,3,102.34,3,2,3,323,8,At-Risk/Occasional
597,1612,54,6,102.3,4,4,3,443,11,Loyal Customers
3744,4845,79,3,102.2,3,2,3,323,8,At-Risk/Occasional
1583,2633,33,6,102.2,4,4,3,443,11,Loyal Customers
396,1406,2,2,102.2,4,1,3,413,8,Active Customers
2341,3409,19,4,102.2,4,3,3,433,10,Active Customers
1882,2937,152,7,102.16,2,4,3,243,9,Loyal Customers
2840,3917,108,5,102.14,3,3,3,333,9,At-Risk/Occasional
2401,3470,87,3,102.14,3,2,3,323,8,At-Risk/Occasional
3716,4817,10,5,102.0,4,3,3,433,10,Active Customers
1012,2037,255,3,101.95,2,2,3,223,7,At-Risk/Occasional
2978,4060,19,3,101.9,4,2,3,423,9,Active Customers
3547,4645,1,8,101.9,4,4,3,443,11,Loyal Customers
1029,2055,52,7,101.85000000000001,4,4,3,443,11,Loyal Customers
3091,4175,335,1,101.80000000000001,1,1,3,113,5,At-Risk/Occasional
3154,4239,322,2,101.80000000000001,1,1,3,113,5,At-Risk/Occasional
1763,2815,111,4,101.8,3,3,3,333,9,At-Risk/Occasional
2049,3107,44,7,101.7,4,4,3,443,11,Loyal Customers
1157,2191,50,4,101.67,4,3,3,433,10,Active Customers
3117,4201,77,6,101.65,3,4,3,343,10,Loyal Customers
1320,2359,124,5,101.62,3,3,3,333,9,At-Risk/Occasional
573,1587,182,5,101.62,2,3,3,233,8,At-Risk/Occasional
3424,4519,57,2,101.60000000000001,4,1,3,413,8,Active Customers
3878,4981,354,2,101.60000000000001,1,1,3,113,5,At-Risk/Occasional
147,1153,22,6,101.5,4,4,3,443,11,Loyal Customers
935,1958,180,2,101.5,2,1,3,213,6,At-Risk/Occasional
266,1276,37,5,101.5,4,3,3,433,10,Active Customers
1974,3030,381,4,101.4,1,3,3,133,7,At-Risk/Occasional
1642,2693,58,4,101.4,3,3,3,333,9,At-Risk/Occasional
695,1716,501,3,101.2,1,2,3,123,6,At-Risk/Occasional
758,1779,63,3,101.10000000000001,3,2,3,323,8,At-Risk/Occasional
370,1380,39,5,101.1,4,3,3,433,10,Active Customers
1839,2893,18,5,101.1,4,3,3,433,10,Active Customers
2860,3937,41,5,101.1,4,3,3,433,10,Active Customers
945,1968,88,4,101.0,3,3,3,333,9,At-Risk/Occasional
351,1361,113,7,100.9,3,4,3,343,10,Loyal Customers
2167,3229,145,3,100.8,2,2,3,223,7,At-Risk/Occasional
1825,2879,2,5,100.7,4,3,3,433,10,Active Customers
947,1970,567,4,100.7,1,3,3,133,7,At-Risk/Occasional
1414,2459,99,3,100.7,3,2,3,323,8,At-Risk/Occasional
1596,2646,49,3,100.60000000000001,4,2,3,423,9,Active Customers
184,1191,144,2,100.60000000000001,2,1,3,213,6,At-Risk/Occasional
2932,4012,228,3,100.60000000000001,2,2,3,223,7,At-Risk/Occasional
494,1505,64,2,100.56,3,1,3,313,7,At-Risk/Occasional
1471,2518,180,4,100.50000000000001,2,3,3,233,8,At-Risk/Occasional
1349,2391,25,6,100.4,4,4,3,443,11,Loyal Customers
2501,3572,174,2,100.4,2,1,3,213,6,At-Risk/Occasional
768,1789,69,5,100.39999999999999,3,3,3,333,9,At-Risk/Occasional
2080,3140,125,6,100.13,3,4,3,343,10,Loyal Customers
3770,4871,45,3,100.12,4,2,3,423,9,Active Customers
1637,2688,38,5,100.10000000000001,4,3,3,433,10,Active Customers
2524,3595,13,7,100.10000000000001,4,4,3,443,11,Loyal Customers
2116,3176,151,6,100.1,2,4,3,243,9,Loyal Customers
647,1663,49,4,100.1,4,3,3,433,10,Active Customers
690,1710,25,3,100.0,4,2,3,423,9,Active Customers
1,1001,242,5,100.0,2,3,3,233,8,At-Risk/Occasional
2773,3846,336,5,99.97,1,3,3,133,7,At-Risk/Occasional
1249,2286,26,3,99.89999999999999,4,2,3,423,9,Active Customers
2898,3976,101,6,99.88,3,4,3,343,10,Loyal Customers
380,1390,303,3,99.87,1,2,3,123,6,At-Risk/Occasional
1532,2581,16,5,99.85,4,3,3,433,10,Active Customers
905,1928,104,3,99.80000000000001,3,2,3,323,8,At-Risk/Occasional
3182,4269,273,3,99.7,2,2,3,223,7,At-Risk/Occasional
1472,2519,210,6,99.7,2,4,3,243,9,Loyal Customers
247,1256,123,5,99.65,3,3,3,333,9,At-Risk/Occasional
3294,4384,99,4,99.6,3,3,3,333,9,At-Risk/Occasional
3782,4883,124,5,99.52,3,3,3,333,9,At-Risk/Occasional
2679,3751,363,3,99.5,1,2,3,123,6,At-Risk/Occasional
1540,2589,245,7,99.44,2,4,3,243,9,Loyal Customers
3887,4990,16,3,99.4,4,2,3,423,9,Active Customers
1861,2916,200,4,99.39000000000001,2,3,3,233,8,At-Risk/Occasional
1450,2496,28,4,99.36,4,3,3,433,10,Active Customers
3169,4255,119,5,99.36,3,3,3,333,9,At-Risk/Occasional
3708,4809,93,6,99.26,3,4,3,343,10,Loyal Customers
2842,3919,84,4,99.2,3,3,3,333,9,At-Risk/Occasional
828,1850,294,4,99.2,1,3,3,133,7,At-Risk/Occasional
879,1901,31,3,99.2,4,2,3,423,9,Active Customers
1710,2761,249,6,99.18,2,4,3,243,9,Loyal Customers
3778,4879,79,4,99.15,3,3,3,333,9,At-Risk/Occasional
1949,3005,171,5,99.1,2,3,3,233,8,At-Risk/Occasional
1627,2678,32,4,99.05,4,3,3,433,10,Active Customers
899,1922,84,9,98.9,3,4,3,343,10,Loyal Customers
2006,3062,151,4,98.82,2,3,3,233,8,At-Risk/Occasional
1765,2817,8,3,98.80000000000001,4,2,3,423,9,Active Customers
3812,4914,31,4,98.75999999999999,4,3,3,433,10,Active Customers
3207,4295,65,3,98.69999999999999,3,2,3,323,8,At-Risk/Occasional
3502,4600,169,3,98.65,2,2,3,223,7,At-Risk/Occasional
2520,3591,119,3,98.65,3,2,3,323,8,At-Risk/Occasional
3578,4676,349,3,98.6,1,2,3,123,6,At-Risk/Occasional
1209,2245,229,4,98.56,2,3,3,233,8,At-Risk/Occasional
1514,2563,1,4,98.55,4,3,3,433,10,Active Customers
3305,4395,188,3,98.5,2,2,3,223,7,At-Risk/Occasional
1754,2806,633,4,98.5,1,3,3,133,7,At-Risk/Occasional
3602,4700,186,6,98.45,2,4,3,243,9,Loyal Customers
1525,2574,19,4,98.44,4,3,3,433,10,Active Customers
2477,3548,202,7,98.41,2,4,3,243,9,Loyal Customers
1385,2430,344,3,98.4,1,2,3,123,6,At-Risk/Occasional
348,1358,1,4,98.4,4,3,3,433,10,Active Customers
680,1699,96,4,98.39999999999999,3,3,3,333,9,At-Risk/Occasional
224,1233,139,6,98.36,3,4,3,343,10,Loyal Customers
2458,3529,108,7,98.35,3,4,3,343,10,Loyal Customers
3019,4101,244,4,98.3,2,3,3,233,8,At-Risk/Occasional
1813,2867,7,5,98.22,4,3,3,433,10,Active Customers
3387,4482,30,3,98.19999999999999,4,2,3,423,9,Active Customers
3548,4646,152,6,98.14,2,4,3,243,9,Loyal Customers
3839,4942,37,4,98.10000000000001,4,3,3,433,10,Active Customers
3856,4959,183,5,98.10000000000001,2,3,3,233,8,At-Risk/Occasional
1351,2393,257,3,98.10000000000001,2,2,3,223,7,At-Risk/Occasional
481,1492,335,5,98.0,1,3,3,133,7,At-Risk/Occasional
1668,2719,214,5,98.0,2,3,3,233,8,At-Risk/Occasional
2717,3789,79,4,97.92,3,3,3,333,9,At-Risk/Occasional
3311,4402,447,2,97.9,1,1,3,113,5,At-Risk/Occasional
1705,2756,37,4,97.89999999999999,4,3,3,433,10,Active Customers
1254,2291,101,5,97.85000000000001,3,3,3,333,9,At-Risk/Occasional
1294,2332,15,6,97.8,4,4,3,443,11,Loyal Customers
2284,3349,536,3,97.8,1,2,3,123,6,At-Risk/Occasional
2166,3228,338,1,97.8,1,1,3,113,5,At-Risk/Occasional
3619,4717,228,5,97.72,2,3,3,233,8,At-Risk/Occasional
1123,2154,290,5,97.7,1,3,3,133,7,At-Risk/Occasional
1455,2502,259,3,97.62,2,2,3,223,7,At-Risk/Occasional
176,1183,184,3,97.60000000000001,2,2,3,223,7,At-Risk/Occasional
3145,4230,55,4,97.6,4,3,3,433,10,Active Customers
2041,3099,165,5,97.6,2,3,3,233,8,At-Risk/Occasional
3720,4821,32,4,97.59,4,3,3,433,10,Active Customers
1478,2525,44,5,97.54,4,3,3,433,10,Active Customers
3225,4313,155,4,97.42,2,3,3,233,8,At-Risk/Occasional
792,1814,40,6,97.4,4,4,3,443,11,Loyal Customers
860,1882,96,3,97.4,3,2,3,323,8,At-Risk/Occasional
381,1391,131,6,97.4,3,4,3,343,10,Loyal Customers
3666,4765,178,3,97.35000000000001,2,2,3,223,7,At-Risk/Occasional
2986,4068,19,4,97.30000000000001,4,3,3,433,10,Active Customers
362,1372,188,3,97.3,2,2,3,223,7,At-Risk/Occasional
3593,4691,79,3,97.25999999999999,3,2,3,323,8,At-Risk/Occasional
710,1731,40,6,97.2,4,4,3,443,11,Loyal Customers
3512,4610,164,4,97.05000000000001,2,3,3,233,8,At-Risk/Occasional
1022,2047,10,5,96.8,4,3,3,433,10,Active Customers
477,1488,32,4,96.8,4,3,3,433,10,Active Customers
3890,4993,324,5,96.78,1,3,3,133,7,At-Risk/Occasional
169,1176,135,6,96.65,3,4,3,343,10,Loyal Customers
2153,3215,162,4,96.64,2,3,3,233,8,At-Risk/Occasional
1751,2803,430,5,96.62,1,3,3,133,7,At-Risk/Occasional
1842,2897,337,3,96.60000000000001,1,2,3,123,6,At-Risk/Occasional
353,1363,77,5,96.60000000000001,3,3,3,333,9,At-Risk/Occasional
198,1206,229,3,96.6,2,2,3,223,7,At-Risk/Occasional
2769,3842,77,4,96.6,3,3,3,333,9,At-Risk/Occasional
2572,3643,101,5,96.59,3,4,3,343,10,Loyal Customers
2622,3693,44,3,96.5,4,2,3,423,9,Active Customers
3023,4105,27,4,96.5,4,3,3,433,10,Active Customers
30,1032,129,5,96.46000000000001,3,4,3,343,10,Loyal Customers
2673,3745,126,6,96.44,3,4,3,343,10,Loyal Customers
1966,3022,45,4,96.4,4,3,3,433,10,Active Customers
2199,3262,22,4,96.4,4,3,3,433,10,Active Customers
2259,3323,21,4,96.36,4,3,3,433,10,Active Customers
3617,4715,385,5,96.30000000000001,1,4,3,143,8,Loyal Customers
1065,2092,54,5,96.30000000000001,4,4,3,443,11,Loyal Customers
1468,2515,161,5,96.28,2,4,3,243,9,Loyal Customers
3791,4892,261,3,96.2,2,2,3,223,7,At-Risk/Occasional
2093,3153,83,6,96.2,3,4,3,343,10,Loyal Customers
1046,2072,32,5,96.2,4,4,3,443,11,Loyal Customers
1846,2901,508,4,96.15,1,3,3,133,7,At-Risk/Occasional
422,1432,148,4,96.10000000000001,2,3,3,233,8,At-Risk/Occasional
1591,2641,304,5,96.1,1,4,3,143,8,Loyal Customers
3829,4932,40,6,95.9,4,4,3,443,11,Loyal Customers
834,1856,65,4,95.9,3,3,3,333,9,At-Risk/Occasional
1926,2982,188,5,95.89999999999999,2,4,3,243,9,Loyal Customers
1174,2208,153,1,95.8,2,1,3,213,6,At-Risk/Occasional
1507,2556,124,4,95.8,3,3,3,333,9,At-Risk/Occasional
1855,2910,26,5,95.8,4,4,3,443,11,Loyal Customers
540,1553,162,6,95.7,2,4,3,243,9,Loyal Customers
3590,4688,89,5,95.6,3,4,3,343,10,Loyal Customers
3695,4796,127,5,95.6,3,4,3,343,10,Loyal Customers
2058,3117,91,4,95.5,3,3,3,333,9,At-Risk/Occasional
1487,2535,50,5,95.5,4,4,3,443,11,Loyal Customers
3373,4467,38,4,95.4,4,3,3,433,10,Active Customers
1024,2049,84,4,95.30000000000001,3,3,3,333,9,At-Risk/Occasional
3761,4862,229,5,95.3,2,4,3,243,9,Loyal Customers
468,1479,229,4,95.29,2,3,3,233,8,At-Risk/Occasional
1098,2127,41,5,95.22,4,4,3,443,11,Loyal Customers
268,1278,21,4,95.2,4,3,3,433,10,Active Customers
1028,2054,15,3,95.12,4,2,3,423,9,Active Customers
1930,2986,225,5,95.10000000000001,2,4,3,243,9,Loyal Customers
2042,3100,221,5,95.1,2,4,3,243,9,Loyal Customers
568,1582,146,3,95.06,2,2,3,223,7,At-Risk/Occasional
2248,3312,6,4,95.05000000000001,4,3,3,433,10,Active Customers
2894,3972,205,6,95.0,2,4,3,243,9,Loyal Customers
814,1836,113,3,95.0,3,2,3,323,8,At-Risk/Occasional
125,1130,103,4,94.95,3,3,3,333,9,At-Risk/Occasional
2365,3433,90,3,94.9,3,2,3,323,8,At-Risk/Occasional
1166,2200,81,3,94.9,3,2,3,323,8,At-Risk/Occasional
2805,3882,72,5,94.85,3,4,3,343,10,Loyal Customers
2725,3797,105,6,94.80000000000001,3,4,3,343,10,Loyal Customers
625,1641,190,5,94.7,2,4,3,243,9,Loyal Customers
41,1043,354,3,94.69,1,2,3,123,6,At-Risk/Occasional
17,1018,221,4,94.60000000000001,2,3,3,233,8,At-Risk/Occasional
3129,4214,84,6,94.60000000000001,3,4,3,343,10,Loyal Customers
3652,4750,100,4,94.52000000000001,3,3,3,333,9,At-Risk/Occasional
492,1503,135,3,94.5,3,2,3,323,8,At-Risk/Occasional
2032,3089,74,5,94.5,3,4,3,343,10,Loyal Customers
1138,2170,195,3,94.45,2,2,3,223,7,At-Risk/Occasional
3147,4232,11,4,94.45,4,3,3,433,10,Active Customers
325,1335,73,4,94.45,3,3,3,333,9,At-Risk/Occasional
2278,3343,234,5,94.44000000000001,2,4,3,243,9,Loyal Customers
83,1086,2,5,94.4,4,4,3,443,11,Loyal Customers
3866,4969,218,5,94.36,2,4,3,243,9,Loyal Customers
1851,2906,175,5,94.35000000000001,2,4,3,243,9,Loyal Customers
2955,4036,218,5,94.35,2,4,3,243,9,Loyal Customers
3580,4678,13,3,94.2,4,2,3,423,9,Active Customers
1253,2290,111,4,94.2,3,3,3,333,9,At-Risk/Occasional
103,1108,153,4,94.06,2,3,3,233,8,At-Risk/Occasional
944,1967,64,6,93.95,3,4,3,343,10,Loyal Customers
104,1109,268,5,93.9,2,4,3,243,9,Loyal Customers
462,1473,89,4,93.9,3,3,3,333,9,At-Risk/Occasional
596,1611,270,3,93.85,2,2,3,223,7,At-Risk/Occasional
1229,2265,96,3,93.85,3,2,3,323,8,At-Risk/Occasional
1374,2419,130,3,93.8,3,2,3,323,8,At-Risk/Occasional
877,1899,67,5,93.64,3,4,3,343,10,Loyal Customers
2641,3713,333,4,93.60000000000001,1,3,3,133,7,At-Risk/Occasional
3789,4890,107,5,93.6,3,4,3,343,10,Loyal Customers
1269,2306,82,5,93.54,3,4,3,343,10,Loyal Customers
2969,4050,177,3,93.5,2,2,3,223,7,At-Risk/Occasional
283,1293,65,4,93.46,3,3,3,333,9,At-Risk/Occasional
432,1443,82,4,93.4,3,3,3,333,9,At-Risk/Occasional
2917,3996,121,3,93.4,3,2,3,323,8,At-Risk/Occasional
1107,2137,614,2,93.30000000000001,1,1,3,113,5,At-Risk/Occasional
521,1532,193,2,93.30000000000001,2,1,3,213,6,At-Risk/Occasional
900,1923,24,6,93.15,4,4,3,443,11,Loyal Customers
504,1515,32,6,93.1,4,4,3,443,11,Loyal Customers
1892,2947,167,3,93.1,2,2,3,223,7,At-Risk/Occasional
3820,4923,98,5,93.07,3,4,3,343,10,Loyal Customers
3257,4345,336,3,93.06,1,2,3,123,6,At-Risk/Occasional
1119,2149,221,4,93.00000000000001,2,3,3,233,8,At-Risk/Occasional
1336,2376,216,3,93.0,2,2,3,223,7,At-Risk/Occasional
3894,4997,3,2,93.0,4,1,3,413,8,Active Customers
2026,3083,467,4,92.95,1,3,3,133,7,At-Risk/Occasional
1741,2792,67,4,92.9,3,3,3,333,9,At-Risk/Occasional
367,1377,291,3,92.9,1,2,3,123,6,At-Risk/Occasional
2817,3894,17,4,92.89999999999999,4,3,3,433,10,Active Customers
1713,2764,2,6,92.75,4,4,3,443,11,Loyal Customers
345,1355,102,5,92.7,3,4,3,343,10,Loyal Customers
538,1551,141,6,92.7,3,4,3,343,10,Loyal Customers
2977,4059,237,3,92.7,2,2,3,223,7,At-Risk/Occasional
278,1288,458,2,92.68,1,1,3,113,5,At-Risk/Occasional
2928,4008,225,4,92.62,2,3,3,233,8,At-Risk/Occasional
