,Member_number,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level
2456,3527,92,3,92.62,3,2,3,323,8,At-Risk/Occasional
2143,3205,19,5,92.6,4,4,3,443,11,Loyal Customers
417,1427,34,6,92.4,4,4,3,443,11,Loyal Customers
2051,3109,184,4,92.39999999999999,2,3,3,233,8,At-Risk/Occasional
1394,2439,60,4,92.33999999999999,3,3,3,333,9,At-Risk/Occasional
871,1893,270,4,92.30000000000001,2,3,3,233,8,At-Risk/Occasional
1530,2579,266,3,92.3,2,2,3,223,7,At-Risk/Occasional
2601,3672,216,3,92.2,2,2,3,223,7,At-Risk/Occasional
2046,3104,209,6,92.14999999999999,2,4,3,243,9,Loyal Customers
3220,4308,25,6,92.12,4,4,3,443,11,Loyal Customers
3096,4180,49,6,92.11,4,4,3,443,11,Loyal Customers
776,1797,411,5,92.09,1,4,3,143,8,Loyal Customers
3498,4596,208,5,92.0,2,4,3,243,9,Loyal Customers
816,1838,280,4,91.9,2,3,3,233,8,At-Risk/Occasional
271,1281,211,3,91.9,2,2,3,223,7,At-Risk/Occasional
3195,4283,558,3,91.89999999999999,1,2,3,123,6,At-Risk/Occasional
2727,3799,415,3,91.80000000000001,1,2,3,123,6,At-Risk/Occasional
3036,4119,235,4,91.8,2,3,3,233,8,At-Risk/Occasional
2257,3321,5,5,91.8,4,4,3,443,11,Loyal Customers
2590,3661,33,4,91.74,4,3,3,433,10,Active Customers
1915,2971,337,3,91.62,1,2,3,123,6,At-Risk/Occasional
2957,4038,54,3,91.6,4,2,3,423,9,Active Customers
3362,4456,144,5,91.55,2,4,3,243,9,Loyal Customers
3315,4406,217,8,91.42,2,4,3,243,9,Loyal Customers
31,1033,198,5,91.30000000000001,2,4,3,243,9,Loyal Customers
943,1966,433,7,91.24000000000001,1,4,3,143,8,Loyal Customers
2973,4054,238,2,91.2,2,1,3,213,6,At-Risk/Occasional
1520,2569,167,3,91.1,2,2,3,223,7,At-Risk/Occasional
994,2019,46,7,91.1,4,4,3,443,11,Loyal Customers
3707,4808,132,3,91.08,3,2,3,323,8,At-Risk/Occasional
1183,2217,28,3,91.05000000000001,4,2,3,423,9,Active Customers
2270,3334,241,4,91.0,2,3,3,233,8,At-Risk/Occasional
3121,4206,384,7,90.95,1,4,3,143,8,Loyal Customers
2402,3471,79,4,90.9,3,3,3,333,9,At-Risk/Occasional
2242,3306,1,7,90.8,4,4,3,443,11,Loyal Customers
1484,2532,177,3,90.75000000000001,2,2,3,223,7,At-Risk/Occasional
310,1320,345,4,90.72,1,3,3,133,7,At-Risk/Occasional
1242,2279,400,3,90.60000000000001,1,2,3,123,6,At-Risk/Occasional
2131,3193,333,4,90.6,1,3,3,133,7,At-Risk/Occasional
2251,3315,41,5,90.5,4,4,3,443,11,Loyal Customers
66,1069,132,4,90.45,3,3,3,333,9,At-Risk/Occasional
2836,3913,284,4,90.42,1,3,3,133,7,At-Risk/Occasional
2575,3646,144,4,90.4,2,3,3,233,8,At-Risk/Occasional
2615,3686,123,4,90.4,3,3,3,333,9,At-Risk/Occasional
361,1371,233,3,90.3,2,2,3,223,7,At-Risk/Occasional
3016,4098,327,4,90.10000000000001,1,3,3,133,7,At-Risk/Occasional
2830,3907,66,3,90.1,3,2,3,323,8,At-Risk/Occasional
1101,2131,125,6,90.0,3,4,3,343,10,Loyal Customers
2706,3778,27,5,89.9,4,4,3,443,11,Loyal Customers
2078,3138,255,4,89.9,2,3,3,233,8,At-Risk/Occasional
2125,3185,303,4,89.9,1,3,3,133,7,At-Risk/Occasional
3119,4204,75,4,89.84,3,3,3,333,9,At-Risk/Occasional
3002,4084,57,5,89.8,4,4,3,443,11,Loyal Customers
3024,4106,127,5,89.8,3,4,3,343,10,Loyal Customers
10,1011,21,3,89.8,4,2,3,423,9,Active Customers
1316,2355,159,5,89.7,2,4,3,243,9,Loyal Customers
2485,3556,91,4,89.66,3,3,3,333,9,At-Risk/Occasional
3370,4464,70,8,89.6,3,4,3,343,10,Loyal Customers
1201,2237,324,4,89.6,1,3,3,133,7,At-Risk/Occasional
2453,3524,395,5,89.55,1,4,3,143,8,Loyal Customers
1240,2277,346,3,89.46,1,2,3,123,6,At-Risk/Occasional
3141,4226,24,4,89.45,4,3,3,433,10,Active Customers
1919,2975,67,5,89.4,3,4,3,343,10,Loyal Customers
298,1308,291,4,89.4,1,3,3,133,7,At-Risk/Occasional
9,1010,152,5,89.36,2,4,3,243,9,Loyal Customers
1973,3029,213,3,89.36,2,2,3,223,7,At-Risk/Occasional
3203,4291,21,6,89.36,4,4,3,443,11,Loyal Customers
3044,4127,48,4,89.35,4,3,3,433,10,Active Customers
2672,3744,22,3,89.30000000000001,4,2,3,423,9,Active Customers
3543,4641,31,5,89.30000000000001,4,4,3,443,11,Loyal Customers
149,1155,3,3,89.3,4,2,3,423,9,Active Customers
959,1982,16,3,89.2,4,2,3,423,9,Active Customers
2515,3586,220,3,89.2,2,2,3,223,7,At-Risk/Occasional
76,1079,112,2,89.1,3,1,3,313,7,At-Risk/Occasional
2776,3849,380,5,89.01,1,4,3,143,8,Loyal Customers
1236,2273,33,7,89.0,4,4,3,443,11,Loyal Customers
632,1648,243,4,89.0,2,3,3,233,8,At-Risk/Occasional
3302,4392,32,5,88.82,4,4,3,443,11,Loyal Customers
318,1328,281,3,88.82,1,2,3,123,6,At-Risk/Occasional
1883,2938,188,3,88.8,2,2,3,223,7,At-Risk/Occasional
2685,3757,189,7,88.55,2,4,3,243,9,Loyal Customers
1877,2932,285,4,88.5,1,3,3,133,7,At-Risk/Occasional
1730,2781,212,6,88.5,2,4,3,243,9,Loyal Customers
2693,3765,201,3,88.4,2,2,3,223,7,At-Risk/Occasional
1178,2212,63,5,88.4,3,4,3,343,10,Loyal Customers
3813,4915,103,7,88.4,3,4,3,343,10,Loyal Customers
3873,4976,166,2,88.4,2,1,3,213,6,At-Risk/Occasional
299,1309,273,5,88.35000000000001,2,4,3,243,9,Loyal Customers
96,1100,293,3,88.3,1,2,3,123,6,At-Risk/Occasional
3403,4498,255,5,88.2,2,4,3,243,9,Loyal Customers
2958,4039,3,4,88.2,4,3,3,433,10,Active Customers
794,1816,496,4,88.11,1,3,3,133,7,At-Risk/Occasional
431,1442,121,6,88.10000000000001,3,4,3,343,10,Loyal Customers
1820,2874,112,4,88.10000000000001,3,3,3,333,9,At-Risk/Occasional
2543,3614,246,5,88.1,2,4,3,243,9,Loyal Customers
3681,4782,136,5,88.05000000000001,3,4,3,343,10,Loyal Customers
3027,4109,87,6,87.95,3,4,3,343,10,Loyal Customers
1916,2972,223,2,87.9,2,1,3,213,6,At-Risk/Occasional
3612,4710,235,4,87.9,2,3,3,233,8,At-Risk/Occasional
73,1076,77,4,87.9,3,3,3,333,9,At-Risk/Occasional
3822,4925,377,4,87.89,1,3,3,133,7,At-Risk/Occasional
1206,2242,208,4,87.82000000000001,2,3,3,233,8,At-Risk/Occasional
2597,3668,12,6,87.8,4,4,3,443,11,Loyal Customers
3256,4344,238,3,87.8,2,2,3,223,7,At-Risk/Occasional
1515,2564,169,4,87.8,2,3,3,233,8,At-Risk/Occasional
815,1837,174,4,87.75,2,3,3,233,8,At-Risk/Occasional
2676,3748,78,4,87.7,3,3,3,333,9,At-Risk/Occasional
1400,2445,427,4,87.60000000000001,1,3,3,133,7,At-Risk/Occasional
2701,3773,33,3,87.6,4,2,3,423,9,Active Customers
2927,4007,7,4,87.5,4,3,3,433,10,Active Customers
3821,4924,107,6,87.4,3,4,3,343,10,Loyal Customers
2784,3857,56,5,87.4,4,4,3,443,11,Loyal Customers
702,1723,22,4,87.34,4,3,3,433,10,Active Customers
728,1749,360,3,87.34,1,2,3,123,6,At-Risk/Occasional
3519,4617,401,3,87.3,1,2,3,123,6,At-Risk/Occasional
2959,4040,271,4,87.3,2,3,3,233,8,At-Risk/Occasional
3164,4249,26,5,87.28,4,4,3,443,11,Loyal Customers
2775,3848,42,5,87.12,4,4,3,443,11,Loyal Customers
99,1103,403,4,87.1,1,3,3,133,7,At-Risk/Occasional
3705,4806,36,4,87.0,4,3,3,433,10,Active Customers
3826,4929,156,4,86.95,2,3,3,233,8,At-Risk/Occasional
3883,4986,332,4,86.95,1,3,3,133,7,At-Risk/Occasional
2375,3443,68,4,86.9,3,3,3,333,9,At-Risk/Occasional
986,2011,7,8,86.86,4,4,3,443,11,Loyal Customers
2218,3282,191,5,86.83,2,4,3,243,9,Loyal Customers
1811,2865,56,3,86.8,4,2,3,423,9,Active Customers
2362,3430,258,4,86.8,2,3,3,233,8,At-Risk/Occasional
1422,2467,84,6,86.8,3,4,3,343,10,Loyal Customers
3736,4837,28,4,86.8,4,3,3,433,10,Active Customers
510,1521,369,2,86.8,1,1,3,113,5,At-Risk/Occasional
2300,3365,66,6,86.75,3,4,3,343,10,Loyal Customers
969,1994,86,3,86.7,3,2,3,323,8,At-Risk/Occasional
1004,2029,175,5,86.7,2,4,3,243,9,Loyal Customers
1778,2832,58,5,86.65,3,4,3,343,10,Loyal Customers
1369,2413,17,6,86.64999999999999,4,4,3,443,11,Loyal Customers
374,1384,11,7,86.60000000000001,4,4,3,443,11,Loyal Customers
1391,2436,36,4,86.60000000000001,4,3,3,433,10,Active Customers
2734,3806,124,2,86.6,3,1,3,313,7,At-Risk/Occasional
162,1168,299,3,86.6,1,2,3,123,6,At-Risk/Occasional
722,1743,47,4,86.6,4,3,3,433,10,Active Customers
1593,2643,29,5,86.55,4,4,3,443,11,Loyal Customers
2519,3590,214,6,86.54,2,4,3,243,9,Loyal Customers
2003,3059,382,4,86.53999999999999,1,3,3,133,7,At-Risk/Occasional
388,1398,259,2,86.51,2,1,3,213,6,At-Risk/Occasional
2525,3596,254,5,86.5,2,4,3,243,9,Loyal Customers
1389,2434,103,3,86.5,3,2,3,323,8,At-Risk/Occasional
1521,2570,128,5,86.4,3,4,3,343,10,Loyal Customers
775,1796,57,6,86.4,4,4,3,443,11,Loyal Customers
3208,4296,126,4,86.4,3,3,3,333,9,At-Risk/Occasional
1230,2266,91,2,86.3,3,1,3,313,7,At-Risk/Occasional
402,1412,44,4,86.27,4,3,3,433,10,Active Customers
3479,4577,56,3,86.25,4,2,3,423,9,Active Customers
3030,4113,139,6,86.2,3,4,3,343,10,Loyal Customers
2858,3935,181,3,86.2,2,2,3,223,7,At-Risk/Occasional
1726,2777,212,4,86.2,2,3,3,233,8,At-Risk/Occasional
1609,2660,475,2,86.2,1,1,3,113,5,At-Risk/Occasional
3886,4989,194,3,86.2,2,2,3,223,7,At-Risk/Occasional
2609,3680,36,4,86.12,4,3,3,433,10,Active Customers
1197,2233,124,4,86.05,3,3,3,333,9,At-Risk/Occasional
2942,4022,152,3,86.0,2,2,3,223,7,At-Risk/Occasional
2703,3775,64,5,86.0,3,4,3,343,10,Loyal Customers
1980,3036,103,3,85.94,3,2,3,323,8,At-Risk/Occasional
3062,4146,324,6,85.9,1,4,3,143,8,Loyal Customers
382,1392,254,3,85.9,2,2,3,223,7,At-Risk/Occasional
1495,2543,139,4,85.85,3,3,3,333,9,At-Risk/Occasional
698,1719,104,5,85.84,3,4,3,343,10,Loyal Customers
3292,4382,47,2,85.8,4,1,3,413,8,Active Customers
727,1748,297,5,85.8,1,4,3,143,8,Loyal Customers
1860,2915,421,2,85.8,1,1,3,113,5,At-Risk/Occasional
1850,2905,69,2,85.8,3,1,3,313,7,At-Risk/Occasional
1829,2883,79,4,85.7,3,3,3,333,9,At-Risk/Occasional
2107,3167,56,3,85.7,4,2,3,423,9,Active Customers
785,1807,12,3,85.7,4,2,3,423,9,Active Customers
2231,3295,155,3,85.63000000000001,2,2,3,223,7,At-Risk/Occasional
1404,2449,175,4,85.60000000000001,2,3,3,233,8,At-Risk/Occasional
887,1910,61,5,85.6,3,4,3,343,10,Loyal Customers
1453,2500,24,3,85.55,4,2,3,423,9,Active Customers
586,1601,21,3,85.5,4,2,3,423,9,Active Customers
517,1528,106,4,85.5,3,3,3,333,9,At-Risk/Occasional
1383,2428,131,6,85.45,3,4,3,343,10,Loyal Customers
599,1614,70,2,85.42,3,1,3,313,7,At-Risk/Occasional
2847,3924,62,3,85.4,3,2,3,323,8,At-Risk/Occasional
1638,2689,244,4,85.4,2,3,3,233,8,At-Risk/Occasional
2568,3639,396,4,85.4,1,3,3,133,7,At-Risk/Occasional
798,1820,267,5,85.39999999999999,2,4,3,243,9,Loyal Customers
1220,2256,131,4,85.35000000000001,3,3,3,333,9,At-Risk/Occasional
757,1778,373,3,85.3,1,2,3,123,6,At-Risk/Occasional
929,1952,37,2,85.3,4,1,3,413,8,Active Customers
669,1687,439,5,85.3,1,4,3,143,8,Loyal Customers
2124,3184,40,7,85.2,4,4,3,443,11,Loyal Customers
1598,2649,32,4,85.2,4,3,3,433,10,Active Customers
122,1127,76,4,85.16,3,3,3,333,9,At-Risk/Occasional
2459,3530,560,3,85.14,1,2,3,123,6,At-Risk/Occasional
3505,4603,343,4,85.12,1,3,3,133,7,At-Risk/Occasional
2022,3079,295,4,85.10000000000001,1,3,3,133,7,At-Risk/Occasional
2610,3681,77,4,85.1,3,3,3,333,9,At-Risk/Occasional
3397,4492,199,4,85.0,2,3,3,233,8,At-Risk/Occasional
2488,3559,181,5,84.92,2,4,3,243,9,Loyal Customers
2528,3599,39,5,84.85,4,4,3,443,11,Loyal Customers
3443,4538,32,4,84.8,4,3,3,433,10,Active Customers
463,1474,154,5,84.8,2,4,3,243,9,Loyal Customers
1933,2989,334,4,84.7,1,3,3,133,7,At-Risk/Occasional
1614,2665,261,2,84.66,2,1,3,213,6,At-Risk/Occasional
2247,3311,182,3,84.66,2,2,3,223,7,At-Risk/Occasional
2994,4076,222,5,84.6,2,4,3,243,9,Loyal Customers
217,1226,48,2,84.55,4,1,3,413,8,Active Customers
2298,3363,1,6,84.5,4,4,3,443,11,Loyal Customers
2027,3084,65,7,84.5,3,4,3,343,10,Loyal Customers
989,2014,190,8,84.5,2,4,3,243,9,Loyal Customers
1281,2319,234,2,84.5,2,1,3,213,6,At-Risk/Occasional
515,1526,34,5,84.49,4,4,3,443,11,Loyal Customers
1830,2884,2,4,84.45,4,3,3,433,10,Active Customers
1538,2587,211,5,84.25,2,4,3,243,9,Loyal Customers
1250,2287,14,4,84.19999999999999,4,3,3,433,10,Active Customers
2094,3154,191,5,84.12,2,4,3,243,9,Loyal Customers
1039,2065,342,6,84.0,1,4,3,143,8,Loyal Customers
980,2005,99,4,83.99,3,3,3,333,9,At-Risk/Occasional
3136,4221,306,4,83.96,1,3,3,133,7,At-Risk/Occasional
2503,3574,55,6,83.9,4,4,3,443,11,Loyal Customers
2982,4064,104,3,83.9,3,2,3,323,8,At-Risk/Occasional
2521,3592,16,5,83.86,4,4,3,443,11,Loyal Customers
3564,4662,43,5,83.74000000000001,4,4,3,443,11,Loyal Customers
2101,3161,52,4,83.7,4,3,3,433,10,Active Customers
567,1581,139,3,83.7,3,2,3,323,8,At-Risk/Occasional
1449,2495,155,4,83.69999999999999,2,3,3,233,8,At-Risk/Occasional
1047,2073,195,4,83.65,2,3,3,233,8,At-Risk/Occasional
1503,2551,70,3,83.6,3,2,3,323,8,At-Risk/Occasional
3448,4543,68,3,83.5,3,2,3,323,8,At-Risk/Occasional
2631,3703,197,4,83.5,2,3,3,233,8,At-Risk/Occasional
1187,2221,12,3,83.42,4,2,3,423,9,Active Customers
1588,2638,446,2,83.4,1,1,3,113,5,At-Risk/Occasional
1137,2169,59,5,83.4,3,4,3,343,10,Loyal Customers
2548,3619,267,5,83.4,2,4,3,243,9,Loyal Customers
3143,4228,256,5,83.36,2,4,3,243,9,Loyal Customers
215,1224,466,2,83.30000000000001,1,1,3,113,5,At-Risk/Occasional
2556,3627,542,1,83.30000000000001,1,1,3,113,5,At-Risk/Occasional
1724,2775,54,4,83.3,4,3,3,433,10,Active Customers
3148,4233,197,4,83.3,2,3,3,233,8,At-Risk/Occasional
1279,2316,205,3,83.16,2,2,3,223,7,At-Risk/Occasional
1251,2288,213,4,83.12,2,3,3,233,8,At-Risk/Occasional
146,1152,164,4,83.05,2,3,3,233,8,At-Risk/Occasional
3064,4148,265,5,83.05,2,4,3,243,9,Loyal Customers
32,1034,596,3,83.04999999999998,1,2,3,123,6,At-Risk/Occasional
715,1736,123,5,83.0,3,4,3,343,10,Loyal Customers
1344,2386,25,4,83.0,4,3,3,433,10,Active Customers
551,1564,68,4,83.0,3,3,3,333,9,At-Risk/Occasional
1386,2431,64,5,82.97,3,4,3,343,10,Loyal Customers
1993,3049,328,2,82.9,1,1,3,113,5,At-Risk/Occasional
631,1647,10,3,82.88000000000001,4,2,3,423,9,Active Customers
3515,4613,227,4,82.82000000000001,2,3,3,233,8,At-Risk/Occasional
2904,3982,92,7,82.78999999999999,3,4,3,343,10,Loyal Customers
3837,4940,131,3,82.75,3,2,3,323,8,At-Risk/Occasional
3651,4749,318,4,82.75,1,3,3,133,7,At-Risk/Occasional
1632,2683,141,3,82.7,3,2,3,323,8,At-Risk/Occasional
330,1340,42,6,82.7,4,4,3,443,11,Loyal Customers
1818,2872,102,3,82.69,3,2,3,323,8,At-Risk/Occasional
1045,2071,77,4,82.66,3,3,3,333,9,At-Risk/Occasional
3285,4375,86,5,82.6,3,4,3,343,10,Loyal Customers
1875,2930,282,4,82.5,1,3,3,133,7,At-Risk/Occasional
1189,2225,246,4,82.5,2,3,3,233,8,At-Risk/Occasional
3043,4126,419,3,82.4,1,2,3,123,6,At-Risk/Occasional
975,2000,129,2,82.4,3,1,3,313,7,At-Risk/Occasional
704,1725,429,3,82.35000000000001,1,2,3,123,6,At-Risk/Occasional
2794,3868,133,2,82.35,3,1,3,313,7,At-Risk/Occasional
410,1420,22,4,82.35,4,3,3,433,10,Active Customers
1711,2762,12,4,82.35,4,3,3,433,10,Active Customers
1957,3013,131,5,82.3,3,4,3,343,10,Loyal Customers
3768,4869,271,3,82.3,2,2,3,223,7,At-Risk/Occasional
1293,2331,32,6,82.22,4,4,3,443,11,Loyal Customers
3306,4396,201,2,82.22,2,1,3,213,6,At-Risk/Occasional
2399,3468,46,4,82.2,4,3,3,433,10,Active Customers
1997,3053,5,3,82.2,4,2,3,423,9,Active Customers
1094,2122,267,4,82.15,2,3,3,233,8,At-Risk/Occasional
1703,2754,242,3,82.1,2,2,3,223,7,At-Risk/Occasional
2473,3544,270,5,82.1,2,4,3,243,9,Loyal Customers
2632,3704,93,5,82.1,3,4,3,343,10,Loyal Customers
293,1303,113,5,82.0,3,4,3,343,10,Loyal Customers
305,1315,53,3,82.0,4,2,3,423,9,Active Customers
829,1851,172,4,82.0,2,3,3,233,8,At-Risk/Occasional
677,1696,87,6,81.95,3,4,3,343,10,Loyal Customers
1232,2269,101,3,81.9,3,2,3,323,8,At-Risk/Occasional
968,1993,175,3,81.9,2,2,3,223,7,At-Risk/Occasional
782,1804,30,3,81.9,4,2,3,423,9,Active Customers
3308,4398,51,5,81.9,4,4,3,443,11,Loyal Customers
3672,4772,376,4,81.85,1,3,3,133,7,At-Risk/Occasional
2111,3171,439,1,81.80000000000001,1,1,3,113,5,At-Risk/Occasional
3592,4690,375,4,81.7,1,3,3,133,7,At-Risk/Occasional
2292,3357,205,3,81.7,2,2,3,223,7,At-Risk/Occasional
1042,2068,206,5,81.65,2,4,3,243,9,Loyal Customers
1917,2973,382,5,81.60000000000001,1,4,3,143,8,Loyal Customers
1109,2139,258,5,81.6,2,4,3,243,9,Loyal Customers
1372,2416,55,3,81.6,4,2,3,423,9,Active Customers
3662,4761,113,4,81.55,3,3,3,333,9,At-Risk/Occasional
2351,3419,25,3,81.55,4,2,3,423,9,Active Customers
1204,2240,29,5,81.54,4,4,3,443,11,Loyal Customers
3540,4638,422,4,81.52000000000001,1,3,3,133,7,At-Risk/Occasional
1082,2110,154,3,81.5,2,2,3,223,7,At-Risk/Occasional
622,1638,293,2,81.5,1,1,3,113,5,At-Risk/Occasional
2387,3456,111,5,81.5,3,4,3,343,10,Loyal Customers
509,1520,307,3,81.5,1,2,3,123,6,At-Risk/Occasional
2777,3850,118,4,81.5,3,3,3,333,9,At-Risk/Occasional
2309,3375,248,3,81.5,2,2,3,223,7,At-Risk/Occasional
779,1800,152,4,81.4,2,3,3,233,8,At-Risk/Occasional
2210,3273,95,3,81.4,3,2,3,323,8,At-Risk/Occasional
3277,4367,45,5,81.31,4,4,3,443,11,Loyal Customers
1362,2404,76,5,81.3,3,4,3,343,10,Loyal Customers
1121,2152,118,5,81.3,3,4,3,343,10,Loyal Customers
2538,3609,18,5,81.3,4,4,3,443,11,Loyal Customers
2410,3479,281,4,81.2,1,3,3,133,7,At-Risk/Occasional
1673,2724,244,2,81.2,2,1,3,213,6,At-Risk/Occasional
3218,4306,2,4,81.15,4,3,3,433,10,Active Customers
1467,2514,58,3,81.10000000000001,3,2,3,323,8,At-Risk/Occasional
3377,4471,305,4,81.0,1,3,3,133,7,At-Risk/Occasional
3367,4461,320,4,81.0,1,3,3,133,7,At-Risk/Occasional
136,1142,200,4,81.0,2,3,3,233,8,At-Risk/Occasional
3793,4894,7,3,81.0,4,2,3,423,9,Active Customers
3734,4835,21,6,80.84,4,4,3,443,11,Loyal Customers
135,1141,380,4,80.8,1,3,3,133,7,At-Risk/Occasional
811,1833,159,4,80.8,2,3,3,233,8,At-Risk/Occasional
51,1053,174,6,80.7,2,4,3,243,9,Loyal Customers
2684,3756,28,5,80.7,4,4,3,443,11,Loyal Customers
835,1857,111,2,80.7,3,1,3,313,7,At-Risk/Occasional
2663,3735,32,4,80.7,4,3,3,433,10,Active Customers
1184,2218,181,6,80.6,2,4,3,243,9,Loyal Customers
1739,2790,0,3,80.5,4,2,3,423,9,Active Customers
2098,3158,452,4,80.4,1,3,3,133,7,At-Risk/Occasional
2985,4067,75,3,80.4,3,2,3,323,8,At-Risk/Occasional
2825,3902,31,3,80.39999999999999,4,2,3,423,9,Active Customers
2240,3304,30,3,80.30000000000001,4,2,3,423,9,Active Customers
1466,2513,15,4,80.30000000000001,4,3,3,433,10,Active Customers
315,1325,218,3,80.3,2,2,3,223,7,At-Risk/Occasional
72,1075,41,4,80.3,4,3,3,433,10,Active Customers
1893,2948,194,4,80.24,2,3,3,233,8,At-Risk/Occasional
2822,3899,6,5,80.2,4,4,3,443,11,Loyal Customers
2198,3260,28,3,80.19999999999999,4,2,3,423,9,Active Customers
389,1399,385,4,80.10000000000001,1,3,3,133,7,At-Risk/Occasional
539,1552,720,1,80.1,1,1,3,113,5,At-Risk/Occasional
1128,2159,166,3,80.06,2,2,3,223,7,At-Risk/Occasional
2518,3589,56,6,80.0,4,4,3,443,11,Loyal Customers
3441,4536,108,4,80.0,3,3,3,333,9,At-Risk/Occasional
3534,4632,87,5,80.0,3,4,3,343,10,Loyal Customers
3070,4154,181,4,80.0,2,3,3,233,8,At-Risk/Occasional
666,1684,361,3,79.9,1,2,3,123,6,At-Risk/Occasional
3304,4394,412,4,79.9,1,3,3,133,7,At-Risk/Occasional
3741,4842,22,5,79.89,4,4,3,443,11,Loyal Customers
1354,2396,496,5,79.85,1,4,3,143,8,Loyal Customers
3198,4286,109,4,79.80000000000001,3,3,3,333,9,At-Risk/Occasional
3232,4320,19,5,79.8,4,4,3,443,11,Loyal Customers
3049,4133,156,6,79.8,2,4,3,243,9,Loyal Customers
1401,2446,113,4,79.8,3,3,3,333,9,At-Risk/Occasional
3127,4212,243,5,79.75,2,4,3,243,9,Loyal Customers
745,1766,343,2,79.75,1,1,3,113,5,At-Risk/Occasional
2739,3811,189,7,79.60000000000001,2,4,3,243,9,Loyal Customers
3796,4897,400,4,79.6,1,3,3,133,7,At-Risk/Occasional
1657,2708,316,2,79.5,1,1,3,113,5,At-Risk/Occasional
2089,3149,704,1,79.5,1,1,3,113,5,At-Risk/Occasional
301,1311,184,3,79.5,2,2,3,223,7,At-Risk/Occasional
585,1599,78,5,79.44,3,4,3,343,10,Loyal Customers
3739,4840,208,4,79.4,2,3,3,233,8,At-Risk/Occasional
1887,2942,332,3,79.35000000000001,1,2,3,123,6,At-Risk/Occasional
1237,2274,359,5,79.34,1,4,3,143,8,Loyal Customers
414,1424,82,3,79.30000000000001,3,2,3,323,8,At-Risk/Occasional
1959,3015,81,4,79.3,3,3,3,333,9,At-Risk/Occasional
2174,3236,179,4,79.2,2,3,3,233,8,At-Risk/Occasional
692,1712,487,2,79.1,1,1,3,113,5,At-Risk/Occasional
2976,4058,0,3,78.99000000000001,4,2,3,423,9,Active Customers
1205,2241,73,4,78.9,3,3,3,333,9,At-Risk/Occasional
2793,3867,114,3,78.88,3,2,3,323,8,At-Risk/Occasional
3060,4144,54,4,78.80000000000001,4,3,3,433,10,Active Customers
1646,2697,541,2,78.7,1,1,3,113,5,At-Risk/Occasional
3642,4740,89,4,78.7,3,3,3,333,9,At-Risk/Occasional
678,1697,43,6,78.66,4,4,3,443,11,Loyal Customers
2165,3227,30,5,78.66,4,4,3,443,11,Loyal Customers
2263,3327,240,6,78.53,2,4,3,243,9,Loyal Customers
1339,2379,102,3,78.50000000000001,3,2,3,323,8,At-Risk/Occasional
863,1885,5,4,78.5,4,3,3,433,10,Active Customers
329,1339,32,5,78.5,4,4,3,443,11,Loyal Customers
335,1345,162,3,78.36,2,2,3,223,7,At-Risk/Occasional
2319,3385,185,4,78.33,2,3,3,233,8,At-Risk/Occasional
155,1161,291,2,78.3,1,1,3,113,5,At-Risk/Occasional
2007,3063,2,5,78.2,4,4,3,443,11,Loyal Customers
1748,2800,89,5,78.15,3,4,3,343,10,Loyal Customers
1953,3009,138,6,78.1,3,4,3,343,10,Loyal Customers
3246,4334,50,5,78.05,4,4,3,443,11,Loyal Customers
1586,2636,110,2,78.00000000000001,3,1,3,313,7,At-Risk/Occasional
2378,3447,33,4,78.0,4,3,3,433,10,Active Customers
1366,2410,39,3,78.0,4,2,3,423,9,Active Customers
3355,4449,275,3,78.0,2,2,3,223,7,At-Risk/Occasional
1289,2327,22,4,78.0,4,3,3,433,10,Active Customers
2587,3658,95,2,77.9,3,1,3,313,7,At-Risk/Occasional
1753,2805,122,4,77.85,3,3,3,333,9,At-Risk/Occasional
3015,4097,32,6,77.8,4,4,3,443,11,Loyal Customers
2216,3280,170,3,77.8,2,2,3,223,7,At-Risk/Occasional
1918,2974,4,4,77.7,4,3,3,433,10,Active Customers
3458,4555,53,5,77.7,4,4,3,443,11,Loyal Customers
3234,4322,27,5,77.7,4,4,3,443,11,Loyal Customers
2179,3241,101,3,77.60000000000001,3,2,3,323,8,At-Risk/Occasional
3231,4319,52,6,77.56,4,4,3,443,11,Loyal Customers
1482,2530,122,4,77.54,3,3,3,333,9,At-Risk/Occasional
339,1349,17,4,77.52,4,3,3,433,10,Active Customers
1822,2876,61,5,77.32000000000001,3,4,3,343,10,Loyal Customers
450,1461,9,3,77.3,4,2,3,423,9,Active Customers
1817,2871,10,4,77.25,4,3,3,433,10,Active Customers
1580,2630,318,3,77.24,1,2,3,123,6,At-Risk/Occasional
2589,3660,442,4,77.2,1,3,3,133,7,At-Risk/Occasional
1602,2653,23,5,77.15,4,4,3,443,11,Loyal Customers
1013,2038,227,5,76.95,2,4,3,243,9,Loyal Customers
2602,3673,125,4,76.94999999999999,3,3,3,333,9,At-Risk/Occasional
3115,4199,1,4,76.94,4,3,3,433,10,Active Customers
1458,2505,30,4,76.9,4,3,3,433,10,Active Customers
2956,4037,1,4,76.9,4,3,3,433,10,Active Customers
3273,4363,182,3,76.9,2,2,3,223,7,At-Risk/Occasional
3226,4314,242,7,76.9,2,4,3,243,9,Loyal Customers
1923,2979,143,4,76.85000000000001,2,3,3,233,8,At-Risk/Occasional
2652,3724,19,3,76.8,4,2,3,423,9,Active Customers
2924,4004,234,2,76.8,2,1,3,213,6,At-Risk/Occasional
